source_journal_name,target_journal_name,source_count,target_count,group_total_count,confidence,reason,generated_date
The scientific electronic library of periodicals of the National Academy of Sciences of Ukraine (National Academy of Sciences of Ukraine) | DOAJ (DOAJ: Directory of Open Access Journals) | Data Archiving and Networked Services (DANS) | arXiv (Cornell University) | Symmetry Integrability and Geometry-methods and Applications,Symmetry Integrability and Geometry-methods and Applications,1,923,924,high,same_issn_repository_source_suffix,2026-05-12
ACS ES&T water | bioRxiv (Cold Spring Harbor Laboratory) | PubMed,ACS ES&T water,1,143,144,high,same_issn_repository_source_suffix,2026-05-12
Behavioral Neuroscience | PubMed Central | PubMed,Behavioral Neuroscience,1,6625,6626,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Journal of Applied Physics,Journal of Applied Physics,1,145788,145789,high,same_issn_repository_source_suffix,2026-05-12
edoc (University of Basel) | Zeitschrift für Kulturwissenschaften,Zeitschrift für Kulturwissenschaften,1,29,30,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | PubMed | Brain Sciences | Directory of Open access Books (OAPEN Foundation),Brain Sciences,1,8149,8150,high,same_issn_repository_source_suffix,2026-05-12
RODIN (Universidad de Cádiz) | DOAJ (DOAJ: Directory of Open Access Journals) | HAL (Le Centre pour la Communication Scientifique Directe) | Cuadernos de Ilustración y Romanticismo | Dialnet (Universidad de la Rioja),Cuadernos de Ilustración y Romanticismo,1,67,68,high,same_issn_repository_source_suffix,2026-05-12
Polar Research | KTH Publication Database DiVA (KTH Royal Institute of Technology),Polar Research,1,2226,2227,high,same_issn_repository_source_suffix,2026-05-12
Decheniana Verhandlungen des Naturhistorischen Vereins der Rheinlande und Westfalens | University of Regensburg Publication Server (University of Regensburg),Decheniana Verhandlungen des Naturhistorischen Vereins der Rheinlande und Westfalens,1,683,684,high,same_issn_repository_source_suffix,2026-05-12
Journal of physics | UPCommons institutional repository (Universitat Politècnica de Catalunya),Journal of physics,1,6108,6109,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | Research Square (Research Square) | BORIS (University Library Bern) | PubMed | Nature Communications | eScholarship University of California (University of California) | PubMed Central,Nature Communications,1,81866,81867,high,same_issn_repository_source_suffix,2026-05-12
International Journal of Industrial Organization | HAL (Le Centre pour la Communication Scientifique Directe),International Journal of Industrial Organization,1,2570,2571,high,same_issn_repository_source_suffix,2026-05-12
Journal of Neuroscience Methods | PubMed | Research Square (Research Square),Journal of Neuroscience Methods,1,11149,11150,high,same_issn_repository_source_suffix,2026-05-12
INDIGO (University of Illinois at Chicago) | IEEE journal on multiscale and multiphysics computational techniques,IEEE journal on multiscale and multiphysics computational techniques,1,204,205,high,same_issn_repository_source_suffix,2026-05-12
SMARTech Repository (Georgia Institute of Technology) | Distributed Computing,Distributed Computing,1,967,968,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | Bioinformatics | PubMed | PubMed Central | University of Southern Denmark Research Portal (University of Southern Denmark),Bioinformatics,1,19121,19122,high,same_issn_repository_source_suffix,2026-05-12
The European Physical Journal C | KTH Publication Database DiVA (KTH Royal Institute of Technology),The European Physical Journal C,1,14904,14905,high,same_issn_repository_source_suffix,2026-05-12
Journal of Optics | AMOLF Institutional Repository (AMOLF),Journal of Optics,1,9243,9244,high,same_issn_repository_source_suffix,2026-05-12
DOAJ (DOAJ: Directory of Open Access Journals) | Baghdad Science Journal,Baghdad Science Journal,1,5311,5312,high,same_issn_repository_source_suffix,2026-05-12
edoc (University of Basel) | LawArXiv (OSF Preprints) | RePEc: Research Papers in Economics | Pace International Law Review,Pace International Law Review,1,271,272,high,same_issn_repository_source_suffix,2026-05-12
medRxiv (Cold Spring Harbor Laboratory) | Journal of Anatomy | PubMed,Journal of Anatomy,1,5272,5273,high,same_issn_repository_source_suffix,2026-05-12
PubMed | OPAL (Open@LaTrobe) (La Trobe University) | Expert Opinion on Therapeutic Targets,Expert Opinion on Therapeutic Targets,1,2418,2419,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | Molecular Biology and Evolution | PubMed | UCL Discovery (University College London),Molecular Biology and Evolution,1,8212,8213,high,same_issn_repository_source_suffix,2026-05-12
"International Journal for Parasitology: Parasites and Wildlife | Technical University of Denmark, DTU Orbit (Technical University of Denmark, DTU) | HAL (Le Centre pour la Communication Scientifique Directe) | PubMed | PubMed Central",International Journal for Parasitology: Parasites and Wildlife,1,1082,1083,high,same_issn_repository_source_suffix,2026-05-12
Cognitive Science | arXiv (Cornell University),Cognitive Science,1,3441,3442,high,same_issn_repository_source_suffix,2026-05-12
MDC Repository (Max-Delbrueck-Center for Molecular Medicine) | PubMed Central | PubMed | GigaScience,GigaScience,1,1401,1402,high,same_issn_repository_source_suffix,2026-05-12
Zurich Open Repository and Archive (University of Zurich) | Fems Microbiology Reviews | reroDoc Digital Library,Fems Microbiology Reviews,1,295,296,high,same_issn_repository_source_suffix,2026-05-12
Computer methods in biomechanics and biomedical engineering. Imaging & visualization | arXiv (Cornell University),Computer methods in biomechanics and biomedical engineering. Imaging & visualization,1,70,71,high,same_issn_repository_source_suffix,2026-05-12
IIASA PURE (International Institute of Applied Systems Analysis) | Artificial intelligence research,Artificial intelligence research,1,58,59,high,same_issn_repository_source_suffix,2026-05-12
Electrochimica Acta | Chalmers Research (Chalmers University of Technology),Electrochimica Acta,1,50509,50510,high,same_issn_repository_source_suffix,2026-05-12
KTH Publication Database DiVA (KTH Royal Institute of Technology) | Climate Policy,Climate Policy,1,2191,2192,high,same_issn_repository_source_suffix,2026-05-12
eScholarship (California Digital Library) | Aquatic Conservation: Marine and Freshwater Ecosystems,Aquatic Conservation: Marine and Freshwater Ecosystems,1,2250,2251,high,same_issn_repository_source_suffix,2026-05-12
Unimas Institutional Repository (Universiti Malaysia Sarawak) | The Engineering Economics,The Engineering Economics,1,727,728,high,same_issn_repository_source_suffix,2026-05-12
"PubMed | Phosphorus, Sulfur, and Silicon and the Related Elements","Phosphorus, Sulfur, and Silicon and the Related Elements",1,10168,10169,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Canadian Journal of Microbiology | HAL (Le Centre pour la Communication Scientifique Directe),Canadian Journal of Microbiology,1,11200,11201,high,same_issn_repository_source_suffix,2026-05-12
PubMed | CHEST Pulmonary,CHEST Pulmonary,1,205,206,high,same_issn_repository_source_suffix,2026-05-12
Palabra Clave | Redalyc (Universidad Autónoma del Estado de México) | HAL (Le Centre pour la Communication Scientifique Directe) | Dialnet (Universidad de la Rioja),Palabra Clave,1,517,518,high,same_issn_repository_source_suffix,2026-05-12
Revista de Economia | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),Revista de Economia,1,534,535,high,same_issn_repository_source_suffix,2026-05-12
Toulouse 1 Capitole Publications (Université Toulouse I Capitole) | PubMed | Economics and Human Biology,Economics and Human Biology,1,747,748,high,same_issn_repository_source_suffix,2026-05-12
RECERCAT (Consorci de Serveis Universitaris de Catalunya) | International Journal of Medical Education,International Journal of Medical Education,1,647,648,high,same_issn_repository_source_suffix,2026-05-12
DIGITAL.CSIC (Spanish National Research Council (CSIC)) | HAL (Le Centre pour la Communication Scientifique Directe) | Bulletin of the Seismological Society of America,Bulletin of the Seismological Society of America,1,5970,5971,high,same_issn_repository_source_suffix,2026-05-12
"Acta Médica Portuguesa | Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Repositório Comum (Repositório Científico de Acesso Aberto de Portugal)",Acta Médica Portuguesa,1,2504,2505,high,same_issn_repository_source_suffix,2026-05-12
The Journal of Clinical Endocrinology and Metabolism | Estudo Geral (Universidade de Coimbra),The Journal of Clinical Endocrinology and Metabolism,1,905,906,high,same_issn_repository_source_suffix,2026-05-12
Human Genetics | Deep Blue (University of Michigan),Human Genetics,1,11289,11290,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Environment International | LSHTM Research Online (London School of Hygiene & Tropical Medicine),Environment International,1,14071,14072,high,same_issn_repository_source_suffix,2026-05-12
medRxiv (Cold Spring Harbor Laboratory) | White Rose Research Online (University of Leeds) | Oxford University Research Archive (ORA) (University of Oxford) | Bristol Research (University of Bristol) | Site cant be reached | Data Archiving and Networked Services (DANS) | VU Research Portal (Elsevier) | Open Research Exeter (University of Exeter) | Apollo (University of Cambridge) | Obstetrical & Gynecological Survey | Discovery Research Portal (University of Dundee),Obstetrical & Gynecological Survey,1,8750,8751,high,same_issn_repository_source_suffix,2026-05-12
Academy of Management Learning and Education | CentAUR (University of Reading),Academy of Management Learning and Education,1,1377,1378,high,same_issn_repository_source_suffix,2026-05-12
American Journal of Education and Technology | Zenodo (CERN European Organization for Nuclear Research),American Journal of Education and Technology,1,206,207,high,same_issn_repository_source_suffix,2026-05-12
Europe PMC (PubMed Central) | AAPI nexus | eScholarship (California Digital Library) | PubMed,AAPI nexus,1,25,26,high,same_issn_repository_source_suffix,2026-05-12
Repository@Nottingham (University of Nottingham) | Animal reproduction,Animal reproduction,1,117,118,high,same_issn_repository_source_suffix,2026-05-12
Zaguan (University of Zaragoza Repository) | Public Money & Management,Public Money & Management,1,1639,1640,high,same_issn_repository_source_suffix,2026-05-12
Annual review of nuclear science | eScholarship University of California (University of California),Annual review of nuclear science,1,135,136,high,same_issn_repository_source_suffix,2026-05-12
ISPRS international journal of geo-information | Lirias (KU Leuven),ISPRS international journal of geo-information,1,246,247,high,same_issn_repository_source_suffix,2026-05-12
Insect Biochemistry and Molecular Biology | bioRxiv (Cold Spring Harbor Laboratory) | PubMed,Insect Biochemistry and Molecular Biology,1,4371,4372,high,same_issn_repository_source_suffix,2026-05-12
Opuscula Mathematica | CiteSeer X (The Pennsylvania State University) | DOAJ (DOAJ: Directory of Open Access Journals) | arXiv (Cornell University),Opuscula Mathematica,1,721,722,high,same_issn_repository_source_suffix,2026-05-12
有机化学 | Chinese Journal of Organic Chemistry,Chinese Journal of Organic Chemistry,1,3783,3784,high,same_issn_repository_source_suffix,2026-05-12
Newcastle University ePrints (Newcastle Univesity) | Bern Open Repository and Information System (University of Bern) | Alzheimer's & Dementia | PubMed,Alzheimer's & Dementia,1,23185,23186,high,same_issn_repository_source_suffix,2026-05-12
White Rose Research Online (University of Leeds) | Repository@Nottingham (University of Nottingham) | e-space (Manchester Metropolitan University) | Journal of Business Research | Open Access at Essex (University of Essex) | ResearchOnline at James Cook University (James Cook University),Journal of Business Research,1,10995,10996,high,same_issn_repository_source_suffix,2026-05-12
Higher Education Policy | International Higher Education (Boston College),Higher Education Policy,1,1785,1786,high,same_issn_repository_source_suffix,2026-05-12
Journal of the European Optical Society: Rapid Publications | Springer Link (Chiba Institute of Technology) | HAL (Le Centre pour la Communication Scientifique Directe),Journal of the European Optical Society: Rapid Publications,1,521,522,high,same_issn_repository_source_suffix,2026-05-12
Research Square (Research Square) | International Journal of Microwave and Wireless Technologies,International Journal of Microwave and Wireless Technologies,1,1727,1728,high,same_issn_repository_source_suffix,2026-05-12
"White Rose Research Online (University of Leeds, The University of Sheffield, University of York) | The astrophysical journal",The astrophysical journal,1,171,172,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | St Andrews Research Repository (St Andrews Research Repository) | PubMed | PubMed Central | Genome Biology and Evolution,Genome Biology and Evolution,1,3640,3641,high,same_issn_repository_source_suffix,2026-05-12
Genome Research | PubMed Central | bioRxiv (Cold Spring Harbor Laboratory) | PubMed,Genome Research,1,6059,6060,high,same_issn_repository_source_suffix,2026-05-12
Marine Drugs | PubMed Central | PubMed | Directory of Open access Books (OAPEN Foundation),Marine Drugs,1,7449,7450,high,same_issn_repository_source_suffix,2026-05-12
Journal of Neuroinflammation | J Neuroinflammation,Journal of Neuroinflammation,1,4624,4625,high,same_issn_repository_source_suffix,2026-05-12
Repository@Nottingham (University of Nottingham) | Genetics in Medicine Open,Genetics in Medicine Open,1,2754,2755,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | Cerebral Cortex | Research Square (Research Square) | Digital Commons - Becker (Washington University in St. Louis) | Digital Commons@Becker (Washington University School of Medicine) | PubMed | PubMed Central | eScholarship (California Digital Library),Cerebral Cortex,1,9092,9093,high,same_issn_repository_source_suffix,2026-05-12
Journal of Immunotherapy | PubMed,Journal of Immunotherapy,1,2924,2925,high,same_issn_repository_source_suffix,2026-05-12
"PubMed Central | Psychological Trauma: Theory, Research, Practice, and Policy","Psychological Trauma: Theory, Research, Practice, and Policy",1,2154,2155,high,same_issn_repository_source_suffix,2026-05-12
Leiden Repository (Leiden University) | RePEc: Research Papers in Economics | European Journal of Interdisciplinary Studies,European Journal of Interdisciplinary Studies,1,760,761,high,same_issn_repository_source_suffix,2026-05-12
Perceptual and Motor Skills | e-publications - Marquette (Marquette University),Perceptual and Motor Skills,1,28305,28306,high,same_issn_repository_source_suffix,2026-05-12
Journal of the European Economic Association | Zurich Open Repository and Archive (University of Zurich) | RePEc: Research Papers in Economics | CaltechAUTHORS (California Institute of Technology),Journal of the European Economic Association,1,1505,1506,high,same_issn_repository_source_suffix,2026-05-12
Royal Society Open Science | PubMed Central | bioRxiv (Cold Spring Harbor Laboratory) | PubMed,Royal Society Open Science,1,6872,6873,high,same_issn_repository_source_suffix,2026-05-12
Structures | Aaltodoc (Aalto University),Structures,1,11140,11141,high,same_issn_repository_source_suffix,2026-05-12
Liverpool John Moores University | Journal of Management Policy and Practice,Journal of Management Policy and Practice,1,277,278,high,same_issn_repository_source_suffix,2026-05-12
Homo Politicus (Academy of Humanities and Economics in Lodz) | Geographia Polonica,Geographia Polonica,1,471,472,high,same_issn_repository_source_suffix,2026-05-12
"Portuguese National Funding Agency for Science, Research and Technology (RCAAP Project by FCT) | Journal of Gambling Issues",Journal of Gambling Issues,1,741,742,high,same_issn_repository_source_suffix,2026-05-12
Europe PMC (PubMed Central) | HAL (Le Centre pour la Communication Scientifique Directe) | Current Pharmaceutical Design | PubMed | PubMed Central,Current Pharmaceutical Design,1,5233,5234,high,same_issn_repository_source_suffix,2026-05-12
White Rose Research Online (University of Leeds) | Physis,Physis,1,329,330,high,same_issn_repository_source_suffix,2026-05-12
Quarterly Journal of the Royal Meteorological Society | Open Access Repository of ICRISAT (International Crops Research Institute for the Semi-Arid Tropics),Quarterly Journal of the Royal Meteorological Society,1,17806,17807,high,same_issn_repository_source_suffix,2026-05-12
The European Physical Journal C | Qucosa (Saxon State and University Library Dresden) | arXiv (Cornell University),The European Physical Journal C,1,14904,14905,high,same_issn_repository_source_suffix,2026-05-12
Memoirs of the American Mathematical Society | CiteSeer X (The Pennsylvania State University) | arXiv (Cornell University),Memoirs of the American Mathematical Society,1,1548,1549,high,same_issn_repository_source_suffix,2026-05-12
White Rose Research Online (University of Leeds) | Repository@Hull (Worktribe) (University of Hull) | Arctic | CiteSeer X (The Pennsylvania State University) | Stirling Online Research Repository (University of Stirling),Arctic,1,65,66,high,same_issn_repository_source_suffix,2026-05-12
Research Square (Research Square) | Data & Metadata,Data & Metadata,1,136,137,high,same_issn_repository_source_suffix,2026-05-12
Repositorio institucional da Universidade de Santiago de Compostela (University of Santiago de Compostela) | Optics and Laser Technology,Optics and Laser Technology,1,6351,6352,high,same_issn_repository_source_suffix,2026-05-12
"RePEc: Research Papers in Economics | Journal of Financial Economics | Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository)",Journal of Financial Economics,1,4266,4267,high,same_issn_repository_source_suffix,2026-05-12
Lincoln University Research Archive (Lincoln University) | Bacteriological reviews,Bacteriological reviews,1,600,601,high,same_issn_repository_source_suffix,2026-05-12
Choice Reviews Online | Hathi Trust Digital Library (The HathiTrust Research Center) | Issue Lab (Candid) | CiteSeer X (The Pennsylvania State University),Choice Reviews Online,1,187999,188000,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Lincoln Repository (University of Lincoln) | Journal of Comparative Psychology | HAL (Le Centre pour la Communication Scientifique Directe),Journal of Comparative Psychology,1,3169,3170,high,same_issn_repository_source_suffix,2026-05-12
"White Rose Research Online (University of Leeds, The University of Sheffield, University of York) | Journal of Artificial Intelligence Research | arXiv (Cornell University)",Journal of Artificial Intelligence Research,1,1495,1496,high,same_issn_repository_source_suffix,2026-05-12
Electronic Journal of Differential Equations | DOAJ (DOAJ: Directory of Open Access Journals),Electronic Journal of Differential Equations,1,685,686,high,same_issn_repository_source_suffix,2026-05-12
Journal of Biosensors and Bioelectronics | OPUS (Augsburg University) | CiteSeer X (The Pennsylvania State University),Journal of Biosensors and Bioelectronics,1,255,256,high,same_issn_repository_source_suffix,2026-05-12
The Open Geology Journal | Bergen Open Research Archive (BORA) (University of Bergen),The Open Geology Journal,1,58,59,high,same_issn_repository_source_suffix,2026-05-12
"Organic Eprints (International Centre for Research in Organic Food Systems, and Research Institute of Organic Agriculture) | Nature Precedings",Nature Precedings,1,5034,5035,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | AIMS neuroscience,AIMS neuroscience,1,241,242,high,same_issn_repository_source_suffix,2026-05-12
Journal of Experimental Psychology: Human Perception and Performance | PubMed | eScholarship (California Digital Library),Journal of Experimental Psychology: Human Perception and Performance,1,6078,6079,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Alzheimer's & Dementia | Digital Commons - PCOM (Philadelphia College of Osteopathic Medicine),Alzheimer's & Dementia,1,23185,23186,high,same_issn_repository_source_suffix,2026-05-12
"Library Union Catalog of Bavaria, Berlin and Brandenburg (B3Kat Repository) | Contemporary Economic Policy",Contemporary Economic Policy,1,1986,1987,high,same_issn_repository_source_suffix,2026-05-12
Journal of Radiation Research | PubMed,Journal of Radiation Research,1,4077,4078,high,same_issn_repository_source_suffix,2026-05-12
"Espacio, Tiempo y Forma. Serie II, Historia Antigua | Institutional Repository of the National University of Distance Education (National University of Distance Education) | DOAJ (DOAJ: Directory of Open Access Journals)","Espacio, Tiempo y Forma. Serie II, Historia Antigua",1,607,608,high,same_issn_repository_source_suffix,2026-05-12
University of Groningen research database (University of Groningen / Centre for Information Technology) | Energy Research & Social Science,Energy Research & Social Science,1,2287,2288,high,same_issn_repository_source_suffix,2026-05-12
European Countryside | RePEc: Research Papers in Economics,European Countryside,1,497,498,high,same_issn_repository_source_suffix,2026-05-12
Materials Science and Technology | Data Archiving and Networked Services (DANS),Materials Science and Technology,1,10397,10398,high,same_issn_repository_source_suffix,2026-05-12
RVC Research Online (Royal Veterinary College) | Cellular and Molecular Life Sciences | PubMed,Cellular and Molecular Life Sciences,1,6751,6752,high,same_issn_repository_source_suffix,2026-05-12
OPAL (Open@LaTrobe) (La Trobe University) | Journal of Fish Biology,Journal of Fish Biology,1,16945,16946,high,same_issn_repository_source_suffix,2026-05-12
Pace Intellectual Property Sports & Entertainment Law Forum | Digital Access to Scholarship at Harvard (DASH) (Harvard University),Pace Intellectual Property Sports & Entertainment Law Forum,1,52,53,high,same_issn_repository_source_suffix,2026-05-12
Open Research Online (The Open University) | Cambridge Quarterly of Healthcare Ethics | PubMed | arXiv (Cornell University),Cambridge Quarterly of Healthcare Ethics,1,2722,2723,high,same_issn_repository_source_suffix,2026-05-12
SocArXiv (OSF Preprints) | RePEc: Research Papers in Economics | European Sociological Review,European Sociological Review,1,2052,2053,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | ACS Synthetic Biology | PubMed | PubMed Central | Publication Server of Goethe University Frankfurt am Main (Goethe University Frankfurt),ACS Synthetic Biology,1,4010,4011,high,same_issn_repository_source_suffix,2026-05-12
South African journal of higher education | Publication Server of the Catholic University Eichstätt-Ingolstadt (Catholic University of Eichstätt-Ingolstadt),South African journal of higher education,1,1316,1317,high,same_issn_repository_source_suffix,2026-05-12
Futures & Foresight Science | Bournemouth University Research Online (Bournemouth University),Futures & Foresight Science,1,165,166,high,same_issn_repository_source_suffix,2026-05-12
OPAL (Open@LaTrobe) (La Trobe University) | PubMed | Communications Chemistry | PubMed Central | Spiral (Imperial College London),Communications Chemistry,1,1865,1866,high,same_issn_repository_source_suffix,2026-05-12
History of Philosophy Quarterly | PhilPapers (PhilPapers Foundation),History of Philosophy Quarterly,1,184,185,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Faraday Discussions | ePrints Soton (University of Southampton),Faraday Discussions,1,3924,3925,high,same_issn_repository_source_suffix,2026-05-12
arXiv (Cornell University) | IEEE Signal Processing Letters,IEEE Signal Processing Letters,1,10455,10456,high,same_issn_repository_source_suffix,2026-05-12
Open Publications Of UTS Scholars (University of Technology Sydney) | Journal of diabetes & metabolism,Journal of diabetes & metabolism,1,727,728,high,same_issn_repository_source_suffix,2026-05-12
Southern African Journal of Hiv Medicine | Boloka Institutional Repository (North-west University),Southern African Journal of Hiv Medicine,1,331,332,high,same_issn_repository_source_suffix,2026-05-12
PubMed | Diabetes & Metabolism,Diabetes & Metabolism,1,5984,5985,high,same_issn_repository_source_suffix,2026-05-12
PubMed | DiVA (University of Gävle) | Intensive and Critical Care Nursing,Intensive and Critical Care Nursing,1,3203,3204,high,same_issn_repository_source_suffix,2026-05-12
Behavioral Neuroscience | CiteSeer X (The Pennsylvania State University),Behavioral Neuroscience,1,6625,6626,high,same_issn_repository_source_suffix,2026-05-12
Journal of Geophysical Research: Space Physics | Uppsala University Publications (Uppsala University) | Helda (University of Helsinki),Journal of Geophysical Research: Space Physics,1,10186,10187,high,same_issn_repository_source_suffix,2026-05-12
York University Digital Library (York University) | Health Psychology,Health Psychology,1,5909,5910,high,same_issn_repository_source_suffix,2026-05-12
The Journal of Pediatrics | PubMed | University of Southern Denmark Research Portal (University of Southern Denmark),The Journal of Pediatrics,1,49023,49024,high,same_issn_repository_source_suffix,2026-05-12
Europe PMC (PubMed Central) | PubMed | University of Birmingham Research Portal (University of Birmingham) | PubMed Central | Current Opinion in Pharmacology,Current Opinion in Pharmacology,1,2583,2584,high,same_issn_repository_source_suffix,2026-05-12
SUNScholar (Stellenbosch University) | Koedoe,Koedoe,1,1207,1208,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | Europe PMC (PubMed Central) | PubMed | GenomeBiology.com (London. Print),GenomeBiology.com (London. Print),1,30,31,high,same_issn_repository_source_suffix,2026-05-12
UNICA IRIS Institutional Research Information System (University of Cagliari) | Journal of diabetes & metabolism,Journal of diabetes & metabolism,1,727,728,high,same_issn_repository_source_suffix,2026-05-12
International Journal of Electrochemical Science | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),International Journal of Electrochemical Science,1,12107,12108,high,same_issn_repository_source_suffix,2026-05-12
Umsida Repository (Universitas Muhammadiyah Sidoarjo) | Andharupa: Jurnal Desain Komunikasi Visual & Multimedia,Andharupa: Jurnal Desain Komunikasi Visual & Multimedia,1,159,160,high,same_issn_repository_source_suffix,2026-05-12
Oxford University Research Archive (ORA) (University of Oxford) | The Cochrane library,The Cochrane library,1,75,76,high,same_issn_repository_source_suffix,2026-05-12
"RePEc: Research Papers in Economics | Journal of Entrepreneurship, Management and Innovation | Middlesex University Research Repository (Middlesex University Of London)","Journal of Entrepreneurship, Management and Innovation",1,280,281,high,same_issn_repository_source_suffix,2026-05-12
Cognitive Science | Trinity's Access to Research Output (TARA) (Trinity College Dublin),Cognitive Science,1,3441,3442,high,same_issn_repository_source_suffix,2026-05-12
Decision Sciences | The Faculty Digital Archive (New York University),Decision Sciences,1,3072,3073,high,same_issn_repository_source_suffix,2026-05-12
Journal of Experimental Psychology: Human Perception and Performance | Stirling Online Research Repository (University of Stirling),Journal of Experimental Psychology: Human Perception and Performance,1,6078,6079,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | Scientific Reports | PubMed | PubMed Central | Spiral (Imperial College London),Scientific Reports,1,279087,279088,high,same_issn_repository_source_suffix,2026-05-12
Sakarya Üniversitesi İlahiyat Fakültesi Dergisi | DergiPark (Istanbul University),Sakarya Üniversitesi İlahiyat Fakültesi Dergisi,1,154,155,high,same_issn_repository_source_suffix,2026-05-12
Pure (University of Bath) | ITF coaching & sport science review,ITF coaching & sport science review,1,73,74,high,same_issn_repository_source_suffix,2026-05-12
Repository for Publications and Research Data (ETH Zurich) | Journal of Information Technology & Politics,Journal of Information Technology & Politics,1,433,434,high,same_issn_repository_source_suffix,2026-05-12
Working paper | Strathprints: The University of Strathclyde institutional repository (University of Strathclyde) | RePEc: Research Papers in Economics | Econstor (Econstor),Working paper,1,1802,1803,high,same_issn_repository_source_suffix,2026-05-12
Maskay | Dialnet (Universidad de la Rioja),Maskay,1,89,90,high,same_issn_repository_source_suffix,2026-05-12
Current Opinion in Pulmonary Medicine | PubMed,Current Opinion in Pulmonary Medicine,1,2229,2230,high,same_issn_repository_source_suffix,2026-05-12
British Journal of Clinical Pharmacology | Data Archiving and Networked Services (DANS),British Journal of Clinical Pharmacology,1,15504,15505,high,same_issn_repository_source_suffix,2026-05-12
Australasian Journal of Dermatology | PubMed,Australasian Journal of Dermatology,1,6178,6179,high,same_issn_repository_source_suffix,2026-05-12
INDIGO (University of Illinois at Chicago) | PubMed | Future Medicinal Chemistry,Future Medicinal Chemistry,1,3085,3086,high,same_issn_repository_source_suffix,2026-05-12
Oxford University Research Archive (ORA) (University of Oxford) | OECD education working papers,OECD education working papers,1,312,313,high,same_issn_repository_source_suffix,2026-05-12
Journal of Applied Mathematics and Decision Sciences | CiteSeer X (The Pennsylvania State University) | QUT ePrints (Queensland University of Technology),Journal of Applied Mathematics and Decision Sciences,1,290,291,high,same_issn_repository_source_suffix,2026-05-12
Asian-european Journal of Mathematics | arXiv (Cornell University),Asian-european Journal of Mathematics,1,47,48,high,same_issn_repository_source_suffix,2026-05-12
RePEc: Research Papers in Economics | Journal of Economic Methodology | Econstor (Econstor),Journal of Economic Methodology,1,1007,1008,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | Primary Health Care Research & Development | PubMed | University Library of Skövde (University of Skövde),Primary Health Care Research & Development,1,385,386,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | PubMed | OMEGA - Journal of Death and Dying,OMEGA - Journal of Death and Dying,1,2069,2070,high,same_issn_repository_source_suffix,2026-05-12
bioRxiv (Cold Spring Harbor Laboratory) | PubMed | PubMed Central | Aging Cell | eScholarship (California Digital Library),Aging Cell,1,3862,3863,high,same_issn_repository_source_suffix,2026-05-12
Pure (University of Bath) | Employee Relations,Employee Relations,1,1532,1533,high,same_issn_repository_source_suffix,2026-05-12
Behavioral and Brain Sciences | London School of Economics and Political Science Research Online (London School of Economics and Political Science) | PhilSci-Archive (University of Pittsburgh) | PubMed | ePrints Soton (University of Southampton),Behavioral and Brain Sciences,1,16377,16378,high,same_issn_repository_source_suffix,2026-05-12
Europe PMC (PubMed Central) | PubMed | Angiology: open access,Angiology: open access,1,36,37,high,same_issn_repository_source_suffix,2026-05-12
PubMed Central | UNICA IRIS Institutional Research Information System (University of Cagliari) | Acta Otorhinolaryngologica Italica | PubMed,Acta Otorhinolaryngologica Italica,1,28,29,high,same_issn_repository_source_suffix,2026-05-12
UEA Digital Repository (University of East Anglia) | PubMed | Social Science & Medicine | DiVA at Umeå University (Umeå University),Social Science & Medicine,1,6347,6348,high,same_issn_repository_source_suffix,2026-05-12
Education 3-13 | Worcester Research and Publications (University of Worcester),Education 3-13,1,2931,2932,high,same_issn_repository_source_suffix,2026-05-12
TSpace (University of Toronto) | Canadian Journal of Physiology and Pharmacology,Canadian Journal of Physiology and Pharmacology,1,11346,11347,high,same_issn_repository_source_suffix,2026-05-12
Tuwhera (Auckland University of Technology) | PubMed | Journal of Strength and Conditioning Research,Journal of Strength and Conditioning Research,1,7887,7888,high,same_issn_repository_source_suffix,2026-05-12
